pdf,text
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"presents
 
as
 
adequate
 
compensation
 
for
 
his
 
misdeeds.
 
Today
 
the
 
event
 
is
 
commemorated
 
locally
 
by
 
the
 
inscription
 
on
 
Kwah’s
 
tombstone:
 
“HERE
 
LIE
 
THE
 
REMAINS
 
OF
 
GREAT
 
CHIEF
 
KWAH
 
BORN
 
ABOUT
 
1755
 
DIED
 
SPRING
 
OF
 
1840.
 
He
 
once
 
had
 
in
 
his
 
hand
 
the
 
life
 
of
 
James
 
Douglas
 
but
 
was
 
great
 
enough
 
to
 
refrain
 
from
 
taking
 
it.”
 
The
 
“Indian
 
policy”
 
that
 
Douglas
 
implemented
 
as
 
governor"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"that
 
Douglas
 
implemented
 
as
 
governor
 
reflected
 
his
 
thirty-two
 
years
 
of
 
experience
 
in
 
the
 
fur
 
trade,
 
the
 
long-standing
 
practices
 
of
 
the
 
HBC,
 
and
 
the
 
thinking
 
of
 
the
 
Colonial
 
Office.
 
He
 
thought
 
it
 
was
 
foolish
 
to
 
hold
 
entire
 
villages
 
responsible
 
for
 
the
 
actions
 
of
 
individuals,
 
and
 
announced
 
that
 
any
 
Native
 
people
 
who
 
committed
 
crimes
 
against
 
settlers
 
would
 
be
 
punished
 
according
 
to"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"settlers
 
would
 
be
 
punished
 
according
 
to
 
British
 
law.
 
He
 
would
 
apply
 
“gunboat
 
diplomacy”
 
as
 
necessary
 
to
 
that
 
end.
 
On
 
the
 
other
 
hand,
 
when
 
the
 
newcomers
 
offended
 
Native
 
people,
 
the
 
relatives
 
of
 
the
 
victims
 
would
 
receive
 
compensation
 
in
 
keeping
 
with
 
ancient
 
local
 
traditions.
 
Disputes
 
among
 
Native
 
people
 
were
 
their
 
own
 
affair.
 
Today
 
Douglas
 
is
 
probably
 
best
 
remembered
 
in
 
British"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"probably
 
best
 
remembered
 
in
 
British
 
Columbia
 
for
 
the
 
way
 
he
 
dealt
 
with
 
Aboriginal
 
title
 
to
 
the
 
land.
 
Even
 
before
 
assuming
 
the
 
governorship,
 
he
 
wrote
 
to
 
the
 
HBC
 
directors
 
in
 
London
 
and
 
argued
 
that
 
they
 
needed
 
to
 
adopt
 
a
 
policy
 
to
 
facilitate
 
the
 
purchase
 
of
 
Native
 
land.
 
In
 
reply
 
the
 
directors
 
noted
 
that
 
a
 
recent
 
parliamentary
 
inquiry
 
into
 
the
 
land
 
claims
 
of
 
the
 
New"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"into
 
the
 
land
 
claims
 
of
 
the
 
New
 
Zealand
 
Land
 
Company
 
had
 
ruled
 
that
 
the
 
Maori
 
had
 
a
 
“right
 
of
 
occupancy,”
 
but
 
not
 
title
 
to
 
the
 
land.
 
Only
 
those
 
who
 
had
 
a
 
“settled
 
form
 
of
 
government”
 
and
 
cultivated
 
the
 
land
 
could
 
hold
 
title.
 
In
 
light
 
of
 
this
 
ruling,
 
the
 
company
 
secretary,
 
Archibald
 
Barclay,
 
instructed
 
Douglas:
 
“With
 
respect
 
to
 
the
 
rights
 
of
 
the
 
natives,
 
you
 
will
 
have"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"rights
 
of
 
the
 
natives,
 
you
 
will
 
have
 
to
 
confer
 
with
 
the
 
chiefs
 
of
 
the
 
tribes
 
on
 
that
 
subject,
 
and
 
in
 
your
 
negotiations
 
with
 
them
 
you
 
are
 
to
 
consider
 
the
 
natives
 
as
 
the
 
rightful
 
possessors
 
of
 
such
 
lands
 
only
 
as
 
are
 
occupied
 
by
 
cultivation,
 
or
 
had
 
houses
 
built
 
on,
 
at
 
the
 
time
 
when
 
the
 
Island
 
came
 
under
 
the
 
undivided
 
sovereignty
 
of
 
Great
 
Britain
 
in
 
1846.
 
All
 
other"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"of
 
Great
 
Britain
 
in
 
1846.
 
All
 
other
 
land
 
is
 
to
 
be
 
regarded
 
as
 
waste,
 
and
 
applicable
 
to
 
the
 
purposes
 
of
 
colonization.…
 
The
 
right
 
of
 
fishing
 
and
 
hunting
 
will
 
be
 
continued
 
to
 
[the
 
Native
 
people],
 
and
 
when
 
their
 
lands
 
are
 
registered
 
as
 
waste,
 
and
 
they
 
conform
 
to
 
the
 
same
 
conditions
 
with
 
which
 
other
 
settlers
 
are
 
required
 
to
 
comply,
 
they
 
will
 
enjoy
 
the
 
same
 
rights
 
and"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"they
 
will
 
enjoy
 
the
 
same
 
rights
 
and
 
privileges.”
 
Typically
 
the
 
newcomers
 
defined
 
Aboriginal
 
rights
 
in
 
terms
 
that
 
were
 
compatible
 
with
 
the
 
primary
 
development
 
interests
 
of
 
the
 
day—agricultural
 
colonization.
 
The
 
land
 
policy
 
made
 
no
 
sense
 
in
 
terms
 
of
 
Native
 
economic
 
realities.
 
Douglas
 
received
 
Barclay’s
 
instructions
 
in
 
December
 
1849.
 
Early
 
the
 
following
 
summer,
 
he
 
called
 
together
 
the"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"summer,
 
he
 
called
 
together
 
the
 
Songhee
 
and
 
Esquimalt,
 
who
 
lived
 
at
 
the
 
southern
 
tip
 
of
 
Vancouver
 
Island,
 
and
 
negotiated
 
the
 
first
 
land
 
surrender
 
with
 
them.
 
For
 
a
 
payment
 
of
 
371
 
blankets
 
valued
 
at
 
seventeen
 
shillings
 
each,
 
he
 
persuaded
 
the
 
chiefs
 
to
 
show
 
their
 
approval
 
by
 
making
 
their
 
signs
 
on
 
the
 
bottom
 
of
 
a
 
blank
 
piece
 
of
 
paper.
 
Douglas
 
then
 
wrote
 
to
 
Barclay
 
and
 
asked"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"then
 
wrote
 
to
 
Barclay
 
and
 
asked
 
him
 
to
 
provide
 
a
 
text.
 
The
 
one
 
the
 
secretary
 
supplied
 
was
 
a
 
copy
 
of
 
the
 
legal
 
document
 
that
 
the
 
New
 
Zealand
 
Land
 
Company
 
used
 
to
 
buy
 
tracts
 
from
 
the
 
Maori.
 
Douglas
 
copied
 
Barclay’s
 
wording
 
and
 
added
 
the
 
details
 
he
 
needed
 
to
 
address
 
local
 
circumstances.
 
It
 
seems
 
odd
 
that
 
a
 
New
 
Zealand
 
document
 
served
 
as
 
the
 
pragmatic
 
model
 
for
 
the"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"as
 
the
 
pragmatic
 
model
 
for
 
the
 
first
 
colonial
 
land
 
surrenders
 
on
 
the
 
Pacific
 
Coast
 
of
 
Canada,
 
but
 
apparently
 
no
 
one
 
paid
 
any
 
attention
 
to
 
the
 
well-established
 
treaty-making
 
traditions
 
of
 
Upper
 
Canada.
 
One
 
peculiarity
 
of
 
thisfirst
 
treaty
 
isthe
 
clause
 
stating
 
that
 
“our
 
[Songhees]
 
under
 
standing
 
of
 
this
 
Sale,
 
is
 
this,
 
that
 
our
 
Village
 
Sites
 
and
 
Enclosed
 
Fields
 
are
 
to
 
be
 
kept"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"and
 
Enclosed
 
Fields
 
are
 
to
 
be
 
kept
 
for
 
our
 
own
 
use,
 
for
 
the
 
use
 
of
 
our
 
Children,
 
and
 
for
 
those
 
who
 
may
 
follow
 
after
 
us;
 
and
 
the
 
land,
 
shall
 
be
 
properly
 
surveyed
 
hereafter;
 
it
 
is
 
understood
 
however,
 
that
 
the
 
land
 
itself,
 
with
 
these
 
small
 
exceptions
 
becomesthe
 
Entire
 
property
 
of
 
the
 
White
 
people
 
for
 
ever.”
 
In
 
other
 
words,
 
Douglas
 
bought
 
only
 
the
 
“waste
 
lands,”
 
even"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"bought
 
only
 
the
 
“waste
 
lands,”
 
even
 
though
 
the
 
HBC
 
did
 
not
 
believe
 
the
 
coastal
 
people
 
had
 
a
 
valid
 
claim
 
to
 
them.
 
In
 
spite
 
of
 
this
 
apparent
 
anomaly,
 
the
 
remaining
 
thirteen
 
surrender
 
agreements
 
of
 
the
 
so-called
 
Douglastreaties
 
all
 
contain
 
the
 
same
 
clauses.
 
From
 
1850
 
to
 
1854,
 
the
 
company
 
obtained
 
a
 
total
 
of
 
358
 
square
 
miles
 
(3
 
per
 
cent)
 
of
 
prime
 
land
 
on
 
Vancouver
 
Island."
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"of
 
prime
 
land
 
on
 
Vancouver
 
Island.
 
The
 
eleven
 
treaties
 
in
 
the
 
Fort
 
Victoria
 
and
 
Saanich
 
Peninsula
 
and
 
the
 
one
 
at
 
Nanaimo
 
(where
 
local
 
people
 
led
 
the
 
HBC
 
to
 
coal
 
deposits
 
in
 
1851)
 
involved
 
various
 
Coast
 
Salish
 
groups.
 
The
 
two
 
signed
 
at
 
Fort
 
Rupert
 
were
 
with
 
the
 
local
 
Kwakwaka’wakw
 
groups.
 
Like
 
the
 
early
 
treaties
 
of
 
Atlantic
 
Canada
 
and
 
Upper
 
Canada,
 
the
 
Douglas
 
treaties"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"Upper
 
Canada,
 
the
 
Douglas
 
treaties
 
provided
 
Native
 
groups
 
with
 
a
 
one-time
 
payment
 
for
 
the
 
lands
 
they
 
surrendered,
 
but
 
no
 
annuities.
 
Douglas
 
offered
 
annuity
 
payments,
 
but
 
the
 
local
 
groups
 
preferred
 
a
 
lump-sum
 
payment.
 
The
 
cost
 
to
 
the
 
company
 
was
 
nominal
 
because,
 
following
 
the
 
precedent
 
of
 
Douglas’s
 
first
 
treaty,
 
it
 
paid
 
them
 
in
 
goods,
 
mostly
 
woollen
 
blankets.
 
By
 
this
 
time
 
the"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"woollen
 
blankets.
 
By
 
this
 
time
 
the
 
venerable
 
HBC
 
striped
 
“point
 
blanket”
 
rivalled
 
the
 
traditional
 
Chilkat
 
blanket
 
as
 
a
 
symbol
 
of
 
wealth.
 
Because
 
the
 
company
 
was
 
interested
 
in
 
land
 
strictly
 
for
 
agricultural
 
settlement
 
and
 
coal
 
mining,
 
it
 
readily
 
agreed
 
that
 
the
 
nations
 
who
 
signed
 
the
 
surrenders
 
“are
 
at
 
liberty
 
to
 
hunt
 
over
 
the
 
unoccupied
 
lands,
 
and
 
to
 
carry
 
on
 
our
 
fisheries"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"and
 
to
 
carry
 
on
 
our
 
fisheries
 
as
 
formerly.”
 
This
 
concession
 
would
 
have
 
seemed
 
innocuous
 
to
 
Douglas
 
and
 
his
 
superiors
 
in
 
London,
 
but
 
in
 
time
 
it
 
would
 
become
 
very
 
significant
 
to
 
aboriginal
 
fishers.
 
Colonization
 
advanced
 
at
 
a
 
snail’s
 
pace,
 
so
 
the
 
agreement
 
that
 
Douglas
 
and
 
the
 
various
 
Coast
 
Salish
 
and
 
Kwakwaka’wakw
 
groups
 
had
 
reached
 
worked
 
reasonably
 
well—for
 
a
 
while.
 
Nonetheless,"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"reasonably
 
well—for
 
a
 
while.
 
Nonetheless,
 
the
 
handful
 
of
 
settlers
 
near
 
Fort
 
Victoria
 
generally
 
thought
 
that
 
the
 
governor
 
was
 
not
 
forceful
 
enough
 
with
 
the
 
Songhees,
 
and
 
they
 
provided
 
him
 
with
 
frequent
 
reports
 
about
 
Native
 
attacks.
 
He
 
knew
 
that
 
the
 
surrounding
 
Native
 
people
 
held
 
the
 
balance
 
of
 
power.
 
Accommodation
 
was
 
preferable
 
to
 
confrontation.
 
Some
 
of
 
the
 
friction
 
that
 
arose"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"Some
 
of
 
the
 
friction
 
that
 
arose
 
between
 
the
 
newcomers
 
and
 
the
 
local
 
people
 
took
 
place
 
in
 
the
 
Fort
 
Victoria
 
area
 
and
 
involved
 
conflicting
 
views
 
of
 
property.
 
Native
 
people
 
regarded
 
roaming
 
cattle
 
as
 
wildlife
 
available
 
for
 
the
 
taking.
 
Even
 
more
 
upsetting
 
to
 
the
 
colonists,
 
however,
 
were
 
the
 
large
 
numbers
 
of
 
Haida
 
and
 
coast
 
Tsimshian
 
who
 
began
 
to
 
visit
 
Victoria
 
annually,
 
beginning"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"to
 
visit
 
Victoria
 
annually,
 
beginning
 
in
 
1854.
 
These
 
northern
 
visitors
 
did
 
not
 
have
 
hostile
 
intentions;
 
they
 
simply
 
came
 
to
 
take
 
advantage
 
of
 
markets
 
in
 
the
 
new
 
settlement
 
and
 
to
 
find
 
work.
 
Nevertheless,
 
the
 
colonists
 
mistrusted
 
all
 
Native
 
people.
 
Their
 
feelings
 
were
 
so
 
strong
 
that
 
once
 
Douglas
 
became
 
the
 
governor
 
of
 
Vancouver
 
Island,
 
Amelia
 
Douglas
 
was
 
subjected
 
to
 
insults
 
from"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"Douglas
 
was
 
subjected
 
to
 
insults
 
from
 
prominent
 
white
 
women.
 
Eventually
 
the
 
governor
 
sent
 
his
 
daughter
 
Martha
 
to
 
England
 
to
 
help
 
her
 
disguise
 
her
 
Native
 
heritage.
 
These
 
were
 
minor
 
squabbles,
 
however,
 
compared
 
with
 
the
 
serious
 
clashes
 
that
 
loomed
 
just
 
over
 
the
 
horizon.
 
 
 
THE
 
GOLD
 
RUSHES
 
 
“Gold
 
fever”
 
hit
 
the
 
West
 
in
 
1849,
 
following
 
the
 
discovery
 
of
 
gold
 
in
 
California."
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"the
 
discovery
 
of
 
gold
 
in
 
California.
 
Prospectors
 
fanned
 
out
 
across
 
the
 
region,
 
hoping
 
to
 
make
 
other
 
strikes
 
in
 
the
 
western
 
mountains.
 
Like
 
everyone
 
else,
 
Native
 
people
 
were
 
caught
 
up
 
in
 
the
 
excitement.
 
The
 
Haida
 
of
 
the
 
Queen
 
Charlotte
 
Islands,
 
for
 
instance,
 
were
 
hopeful
 
that
 
they
 
could
 
find
 
enough
 
gold
 
in
 
their
 
territory
 
to
 
develop
 
new
 
trading
 
opportunities.
 
In
 
1850
 
Chief"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"trading
 
opportunities.
 
In
 
1850
 
Chief
 
Albert
 
Edward
 
Edenshaw
 
led
 
HBC
 
officers
 
to
 
gold
 
deposits
 
at
 
Gold
 
Harbour
 
(Mitchell
 
Inlet).
 
However,
 
the
 
Haida
 
refused
 
to
 
let
 
the
 
company
 
mine
 
these
 
deposits;
 
they
 
wanted
 
to
 
mine
 
them
 
themselves.
 
They
 
were
 
also
 
resentful
 
that
 
Americans,
 
having
 
heard
 
about
 
the
 
gold,
 
came
 
in
 
search
 
of
 
it
 
without
 
asking
 
their
 
permission.
 
Before
 
1853
 
the
 
Haida"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"permission.
 
Before
 
1853
 
the
 
Haida
 
had
 
already
 
driven
 
off
 
one
 
group
 
of
 
these
 
intruders
 
from
 
the
 
Gold
 
Harbour
 
area.
 
A
 
legendary
 
early
 
skirmish
 
involved
 
the
 
American
 
ship
 
Susan
 
Sturgis.
 
In
 
1853
 
this
 
vessel
 
was
 
sailing
 
in
 
the
 
Queen
 
Charlotte
 
Islands
 
area
 
for
 
trading
 
purposes
 
and
 
had
 
let
 
a
 
small
 
party
 
of
 
miners
 
off
 
to
 
search
 
for
 
gold
 
near
 
Gold
 
Harbour.
 
The
 
Royal
 
Navy
 
had"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"Gold
 
Harbour.
 
The
 
Royal
 
Navy
 
had
 
warned
 
the
 
skipper
 
and
 
crew
 
that
 
all
 
speculators
 
operating
 
in
 
the
 
area
 
did
 
so
 
at
 
great
 
risk,
 
but
 
the
 
Americans
 
ignored
 
the
 
warning
 
and
 
headed
 
north
 
in
 
search
 
of
 
Chief
 
Edenshaw.
 
Descriptions
 
of
 
the
 
chief
 
portray
 
him
 
as
 
young,
 
extremely
 
wealthy,
 
and
 
very
 
powerful,
 
always
 
on
 
the
 
lookout
 
for
 
new
 
opportunities.
 
He
 
lived
 
in
 
the
 
heavily"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"He
 
lived
 
in
 
the
 
heavily
 
fortified
 
village
 
of
 
Kung,
 
located
 
northwest
 
of
 
Masset.
 
Like
 
many
 
others
 
before
 
them,
 
the
 
Americans
 
wanted
 
Edenshaw,
 
who
 
was
 
a
 
well-known
 
sailor,
 
to
 
pilot
 
their
 
ship.
 
They
 
located
 
him
 
at
 
Skidegate,
 
and
 
he
 
came
 
aboard
 
on
 
the
 
condition
 
that
 
he
 
would
 
be
 
given
 
passage
 
to
 
his
 
village.
 
The
 
Skidegate
 
villagers
 
apparently
 
passed
 
word
 
overland
 
to
 
the
 
Masset"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"passed
 
word
 
overland
 
to
 
the
 
Masset
 
people
 
that
 
the
 
Susan
 
Sturgis
 
could
 
be
 
taken
 
easily.
 
When
 
the
 
ship
 
rounded
 
Rose
 
Spit
 
(the
 
easternmost
 
point
 
of
 
Graham
 
Island),
 
a
 
Masset
 
canoe
 
approached
 
and
 
Edenshaw
 
apparently
 
confirmed
 
the
 
Skidegate
 
villagers’
 
report.
 
The
 
following
 
day
 
Chief
 
Weah,
 
leader
 
of
 
the
 
Masset
 
villagers,
 
brought
 
twenty-five
 
canoes
 
alongside,
 
under
 
the
 
pretence
 
of
 
being"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"alongside,
 
under
 
the
 
pretence
 
of
 
being
 
a
 
trading
 
party.
 
They
 
seized
 
the
 
crew,
 
pillaged
 
the
 
ship,
 
and
 
burned
 
it.
 
Edenshaw,
 
who
 
received
 
a
 
share
 
of
 
the
 
spoils,
 
persuaded
 
his
 
accomplices
 
to
 
spare
 
the
 
lives
 
of
 
the
 
Americans
 
and
 
take
 
them
 
to
 
Fort
 
Simpson,
 
where
 
they
 
would
 
likely
 
receive
 
a
 
ransom
 
in
 
blankets
 
from
 
the
 
HBC.
 
His
 
accomplices
 
agreed
 
and
 
ransomed
 
their
 
captives
 
at"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"agreed
 
and
 
ransomed
 
their
 
captives
 
at
 
the
 
fort.
 
The
 
possibility
 
of
 
further
 
conflict
 
died
 
away
 
when
 
the
 
gold
 
deposits
 
on
 
the
 
Queen
 
Charlotte
 
Islands
 
proved
 
to
 
be
 
very
 
small.
 
Attention
 
quickly
 
shifted
 
to
 
the
 
mainland.
 
Again
 
local
 
Native
 
people
 
made
 
the
 
initial
 
strikes.
 
Rumours
 
of
 
impressive
 
gold
 
deposits
 
in
 
the
 
Fraser
 
River
 
watershed
 
had
 
been
 
circulating
 
throughout
 
the
 
1850s.
 
By"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"circulating
 
throughout
 
the
 
1850s.
 
By
 
1857
 
some
 
groups
 
living
 
near
 
the
 
confluence
 
of
 
the
 
Thompson
 
and
 
Fraser
 
rivers
 
had
 
begun
 
trading
 
placer
 
gold
 
to
 
the
 
HBC.
 
Douglas
 
encouraged
 
them,
 
anticipating
 
that
 
the
 
trade
 
in
 
placer
 
gold
 
would
 
become
 
another
 
aspect
 
of
 
the
 
company’s
 
commercial
 
relationship
 
with
 
the
 
residents.
 
With
 
that
 
goal
 
in
 
mind,
 
he
 
ordered
 
the
 
construction
 
of
 
a
 
post"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"ordered
 
the
 
construction
 
of
 
a
 
post
 
at
 
the
 
confluence
 
of
 
the
 
Fraser
 
and
 
Thompson
 
in
 
the
 
spring
 
of
 
1858.
 
Unfortunately,
 
word
 
of
 
the
 
gold
 
trade
 
leaked
 
out,
 
and
 
rumours
 
circulated
 
Harbour
 
(Mitchell
 
Inlet).
 
However,
 
the
 
Haida
 
refused
 
to
 
let
 
the
 
company
 
mine
 
these
 
deposits;
 
they
 
wanted
 
to
 
mine
 
them
 
themselves.
 
They
 
were
 
also
 
resentful
 
that
 
Americans,
 
having
 
heard
 
about
 
the
 
gold,"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"having
 
heard
 
about
 
the
 
gold,
 
came
 
in
 
search
 
of
 
it
 
without
 
asking
 
their
 
permission.
 
Before
 
1853
 
the
 
Haida
 
had
 
already
 
driven
 
off
 
one
 
group
 
of
 
these
 
intruders
 
from
 
the
 
Gold
 
Harbour
 
area.
 
 
A
 
legendary
 
early
 
skirmish
 
involved
 
the
 
American
 
ship
 
Susan
 
Sturgis.
 
In
 
1853
 
this
 
vessel
 
was
 
sailing
 
in
 
the
 
Queen
 
Charlotte
 
Islands
 
area
 
for
 
trading
 
purposes
 
and
 
had
 
let
 
a
 
small
 
party"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"purposes
 
and
 
had
 
let
 
a
 
small
 
party
 
of
 
miners
 
off
 
to
 
search
 
for
 
gold
 
near
 
Gold
 
Harbour.
 
The
 
Royal
 
Navy
 
had
 
warned
 
the
 
skipper
 
and
 
crew
 
that
 
all
 
speculators
 
operating
 
in
 
the
 
area
 
did
 
so
 
at
 
great
 
risk,
 
but
 
the
 
Americans
 
ignored
 
the
 
warning
 
and
 
headed
 
north
 
in
 
search
 
of
 
Chief
 
Edenshaw.
 
Descriptions
 
of
 
the
 
chief
 
portray
 
him
 
as
 
young,
 
extremely
 
wealthy,
 
and
 
very
 
powerful,"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"extremely
 
wealthy,
 
and
 
very
 
powerful,
 
always
 
on
 
the
 
lookout
 
for
 
new
 
opportunities.
 
He
 
lived
 
in
 
the
 
heavily
 
fortified
 
village
 
of
 
Kung,
 
located
 
northwest
 
of
 
Masset.
 
Like
 
many
 
others
 
before
 
them,
 
the
 
Americans
 
wanted
 
Edenshaw,
 
who
 
was
 
a
 
well-known
 
sailor,
 
to
 
pilot
 
their
 
ship.
 
They
 
located
 
him
 
at
 
Skidegate,
 
and
 
he
 
came
 
aboard
 
on
 
the
 
condition
 
that
 
he
 
would
 
be
 
given
 
passage
 
to"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"that
 
he
 
would
 
be
 
given
 
passage
 
to
 
his
 
village.
 
 
The
 
Skidegate
 
villagers
 
apparently
 
passed
 
word
 
overland
 
to
 
the
 
Masset
 
people
 
that
 
the
 
Susan
 
Sturgis
 
could
 
be
 
taken
 
easily.
 
When
 
the
 
ship
 
rounded
 
Rose
 
Spit
 
(the
 
easternmost
 
point
 
of
 
Graham
 
Island),
 
a
 
Masset
 
canoe
 
approached
 
and
 
Edenshaw
 
apparently
 
confirmed
 
the
 
Skidegate
 
villagers’
 
report.
 
The
 
following
 
day
 
Chief
 
Weah,
 
leader
 
of"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"following
 
day
 
Chief
 
Weah,
 
leader
 
of
 
the
 
Masset
 
villagers,
 
brought
 
twenty-five
 
canoes
 
alongside,
 
under
 
the
 
pretence
 
of
 
being
 
a
 
trading
 
party.
 
They
 
seized
 
the
 
crew,
 
pillaged
 
the
 
ship,
 
and
 
burned
 
it.
 
Edenshaw,
 
who
 
received
 
a
 
share
 
of
 
the
 
spoils,
 
persuaded
 
his
 
accomplices
 
to
 
spare
 
the
 
lives
 
of
 
the
 
Americans
 
and
 
take
 
them
 
to
 
Fort
 
Simpson,
 
where
 
they
 
would
 
likely
 
receive
 
a"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"where
 
they
 
would
 
likely
 
receive
 
a
 
ransom
 
in
 
blankets
 
from
 
the
 
HBC.
 
His
 
accomplices
 
agreed
 
and
 
ransomed
 
their
 
captives
 
at
 
the
 
fort.
 
The
 
possibility
 
of
 
further
 
conflict
 
died
 
away
 
when
 
the
 
gold
 
deposits
 
on
 
the
 
Queen
 
Charlotte
 
Islands
 
proved
 
to
 
be
 
very
 
small.
 
Attention
 
quickly
 
shifted
 
to
 
the
 
mainland.
 
Again
 
local
 
Native
 
people
 
made
 
the
 
initial
 
strikes.
 
Rumours
 
of
 
impressive
 
gold"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"strikes.
 
Rumours
 
of
 
impressive
 
gold
 
deposits
 
in
 
the
 
Fraser
 
River
 
watershed
 
had
 
been
 
circulating
 
throughout
 
the
 
1850s.
 
By
 
1857
 
some
 
groups
 
living
 
near
 
the
 
confluence
 
of
 
the
 
Thompson
 
and
 
Fraser
 
rivers
 
had
 
begun
 
trading
 
placer
 
gold
 
to
 
the
 
HBC.
 
Douglas
 
encouraged
 
them,
 
anticipating
 
that
 
the
 
trade
 
in
 
placer
 
gold
 
would
 
become
 
another
 
aspect
 
of
 
the
 
company’s
 
commercial
 
relationship"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"the
 
company’s
 
commercial
 
relationship
 
with
 
the
 
residents.
 
With
 
that
 
goal
 
in
 
mind,
 
he
 
ordered
 
the
 
construction
 
of
 
a
 
post
 
at
 
the
 
confluence
 
of
 
the
 
Fraser
 
and
 
Thompson
 
in
 
the
 
spring
 
of
 
1858.
 
Unfortunately,
 
word
 
of
 
the
 
gold
 
trade
 
leaked
 
out,
 
and
 
rumours
 
circulated
 
in
 
San
 
Francisco
 
that
 
Douglas
 
had
 
sent
 
eight
 
hundred
 
ounces
 
there
 
for
 
minting.
 
Thirty
 
thousand
 
California
 
miners,"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"Thirty
 
thousand
 
California
 
miners,
 
prospectors,
 
and
 
“Indian”
 
fighters
 
quickly
 
descended
 
on
 
the
 
region.
 
Douglas
 
estimated
 
that
 
by
 
August
 
1858,
 
more
 
than
 
ten
 
thousand
 
of
 
them
 
were
 
already
 
combing
 
the
 
Fraser
 
River
 
corridor.
 
Two
 
years
 
later,
 
the
 
rush
 
spread
 
into
 
the
 
Cariboo
 
Mountains,
 
and
 
by
 
the
 
1870s
 
prospectors
 
were
 
combing
 
the
 
Skeena,
 
Omineca,
 
and
 
Peace
 
River
 
areas.
 
 
Miners"
Ray Chapter 12 PLACED ON A LITTLE SPOT.pdf,"and
 
Peace
 
River
 
areas.
 
 
Miners
 
complained
 
that
 
Native
 
people
 
rustled
 
their
 
livestock
 
and
 
ruined
 
their
 
crops.
 
They
 
objected
 
to
 
the
 
attempts
 
some
 
groups
 
made
 
to
 
tax
 
them
 
for
 
working
 
diggings
 
located
 
on
 
traditional
 
Native
 
territory.
 
Aggravating
 
the
 
situation,
 
many
 
Native
 
people
 
took
 
up
 
residence
 
near
 
boom
 
towns
 
like
 
Yale,
 
where
 
they
 
could
 
find
 
work,
 
and
 
they
 
often
 
panned
 
gold"
